,fighter1,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,reach_fighter1,SLpM_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,Sub_Avg_fighter1,win%_fighter1
598,Kurt Pellegrino,16,6,0,0,"70""",2.45,1.94,63.0,2.9,54.0,0.8,72.72726999999999
34,Kwan Ho Kwak,9,2,0,0,"70""",3.29,3.45,47.0,0.78,100.0,0.0,81.818184
3763,Kyle Bochniak,8,3,0,0,"70""",2.56,4.31,60.0,1.0,20.0,0.0,72.72726999999999
1035,Kyle Kingsbury,11,6,0,1,"76""",2.97,3.81,51.0,2.64,41.0,0.0,61.11111
1384,Kyle Noke,22,10,1,0,"76""",3.23,2.09,64.0,1.53,54.0,0.8,66.666664
1599,Kyle Watson,13,7,1,0,,3.67,3.25,62.0,0.0,0.0,0.0,61.904762
2425,Kyoji Horiguchi,18,2,0,0,"66""",3.6,2.45,62.0,2.0,44.0,0.0,90.0
2376,Kyung Ho Kang,14,8,0,1,"72""",2.39,1.97,58.0,2.29,66.0,1.3,60.869564000000004
1696,Lance Benoist,7,2,0,0,"73""",3.68,2.7,56.0,1.5,33.0,0.0,77.77778
269,Lance Gibson,4,5,0,0,,1.21,6.44,20.0,0.0,0.0,0.0,44.444443
3702,Lando Vannata,9,3,2,0,"71""",5.03,5.52,54.0,1.52,41.0,0.4,64.28571
3092,Larissa Pacheco,10,2,0,0,"69""",1.21,4.14,55.0,0.0,0.0,0.0,83.333336
4327,Lauren Mueller,5,0,0,0,"67""",4.77,3.4,66.0,1.0,50.0,0.0,100.0
3110,Lauren Murphy,10,4,0,0,"67""",3.73,3.81,60.0,1.0,30.0,0.0,71.42857
1829,Lavar Johnson,17,7,0,0,"82""",5.39,2.54,55.0,0.61,66.0,0.6,70.833336
2522,Leandro Issa,13,6,0,0,"69""",2.08,3.17,58.0,2.38,22.0,1.2,68.42105
2294,Leandro Silva,19,4,1,1,"72""",2.39,2.08,63.0,1.76,37.0,0.4,76.0
3182,Leo Kuntz,17,3,1,0,"74""",1.68,3.8,45.0,1.99,25.0,0.7,80.95238
3118,Leon Edwards,16,3,0,0,"74""",2.38,1.99,55.0,1.26,29.0,0.5,84.210526
765,Leonard Garcia,19,11,1,0,"69""",2.77,4.79,52.0,0.3,26.0,0.5,61.290319999999994
3796,Leonardo Augusto Leleco,11,3,0,1,"73""",2.35,2.99,44.0,0.0,0.0,1.0,73.333336
1981,Leonardo Mafra,12,3,0,0,"70""",4.55,4.38,43.0,2.12,83.0,0.4,80.0
3206,Leonardo Morales,5,2,0,0,"68""",2.05,2.05,58.0,0.0,0.0,0.0,71.42857
2852,Leonardo Santos,16,4,1,0,"75""",2.3,2.64,61.0,1.14,25.0,0.5,76.190475
70,Leslie Smith,10,7,1,0,"66""",7.56,8.41,51.0,0.0,0.0,0.0,55.55555699999999
3233,Levan Makashvili,10,2,1,0,"68""",2.87,2.07,61.0,3.67,42.0,0.0,76.92308
3235,Lewis Gonzalez,10,2,0,0,"73""",1.4,1.87,41.0,2.0,33.0,0.0,83.333336
2686,Li Jingliang,15,5,0,0,"71""",4.84,3.31,60.0,1.15,32.0,0.0,75.0
4552,Lina Lansberg,8,4,0,0,"65""",3.63,5.31,46.0,0.5,22.0,0.2,66.666664
4542,Livinha Souza,12,1,0,0,,7.41,2.96,55.0,11.11,100.0,11.1,92.30769000000001
2183,Liz Carmouche,11,6,0,0,"66""",3.3,2.68,60.0,2.95,52.0,0.2,64.70588000000001
668,Logan Clark,15,5,0,0,,2.2,1.49,53.0,0.31,100.0,2.1,75.0
2244,Lorenz Larkin,18,5,0,1,"72""",3.53,2.74,63.0,0.27,42.0,0.1,75.0
1910,Louis Gaudinot,6,4,0,1,"63""",2.34,6.42,48.0,0.57,40.0,1.1,54.54545600000001
2667,Louis Smolka,14,5,0,0,"68""",3.88,3.39,52.0,1.6,34.0,2.2,73.68421
2147,Lucas Martins,16,3,0,0,"72""",2.87,4.14,60.0,0.0,0.0,0.5,84.210526
4015,Lucie Pudilova,8,3,0,0,"67""",5.53,5.03,53.0,0.0,0.0,0.5,72.72726999999999
548,Luigi Fioravanti,22,11,0,0,"70""",2.23,2.21,69.0,3.76,63.0,0.9,66.666664
4541,Luigi Vendramini,8,1,0,0,,0.63,2.37,53.0,0.0,0.0,2.4,88.888885
128,Luis Henrique,10,5,0,1,"74""",1.81,2.22,47.0,3.09,36.0,1.0,62.5
1687,Luis Ramos,19,8,2,0,,2.4,5.6,42.0,1.5,20.0,0.0,65.51724
842,Luiz Cane,12,5,0,1,"77""",4.79,5.0,60.0,0.56,28.0,0.3,66.666664
2515,Luiz Dutra,11,4,1,0,"71""",3.92,4.8,41.0,0.0,0.0,0.0,68.75
3221,Lukasz Sajewski,13,3,0,0,"71""",2.06,3.88,57.0,1.01,25.0,0.0,81.25
2593,Luke Barnatt,8,3,0,0,"77""",4.43,3.87,59.0,0.63,42.0,0.4,72.72726999999999
750,Luke Caudillo,17,16,0,0,,1.97,5.07,55.0,0.44,20.0,0.0,51.515152
549,Luke Cummo,6,6,0,0,"74""",1.74,1.5,59.0,0.89,55.0,1.4,50.0
148,Luke Jumeau,13,4,0,0,"72""",3.38,3.51,54.0,0.33,100.0,0.0,76.47059
2261,Luke Rockhold,16,4,0,0,"77""",4.29,2.32,58.0,0.71,40.0,1.2,80.0
4331,Luke Sanders,12,3,0,0,"67""",5.92,3.6,55.0,0.44,33.0,0.4,80.0
2760,Luke Zachrich,14,4,0,0,"74""",4.56,4.46,62.0,0.74,33.0,0.0,77.77778
75,Lyman Good,20,4,0,1,"74""",5.73,4.57,66.0,0.6,100.0,0.0,80.0
170,Lyoto Machida,24,8,0,0,"74""",2.59,1.57,61.0,1.21,65.0,0.4,75.0
830,Mac Danzig,22,12,1,0,"70""",3.39,3.44,57.0,1.2,37.0,0.6,62.85714300000001
1553,Maciej Jewtuszko,8,1,0,0,,2.29,1.39,66.0,0.0,0.0,0.9,88.888885
4216,Mads Burnell,9,3,0,0,"69""",1.28,2.71,51.0,3.45,47.0,0.4,75.0
27,Magnus Cedenblad,14,5,0,0,"79""",2.38,3.02,40.0,2.87,64.0,1.0,73.68421
4526,Magomed Ankalaev,10,1,0,0,"75""",3.92,1.16,70.0,0.0,0.0,0.0,90.90909
3227,Magomed Mustafaev,13,2,0,0,"71""",2.83,2.93,36.0,0.0,0.0,0.8,86.666664
4248,Maia Stevenson,6,5,0,0,"62""",1.57,3.13,33.0,3.91,100.0,0.0,54.54545600000001
4372,Makwan Amirkhani,14,3,0,0,"72""",1.75,1.6,59.0,3.84,48.0,1.6,82.35294
4286,Manny Bermudez,13,0,0,0,"71""",1.76,2.7,61.0,1.76,20.0,8.8,100.0
843,Manvel Gamburyan,18,11,0,1,"67""",2.13,2.83,55.0,3.26,34.0,0.7,60.0
153,Mara Romero Borella,12,5,0,1,"69""",4.58,3.8,73.0,1.68,50.0,0.8,66.666664
39,Marc Diakiese,12,3,0,0,"73""",2.6,2.9,54.0,2.05,31.0,0.0,80.0
42,Marcel Fortuna,9,3,0,0,"74""",3.83,4.52,64.0,0.45,8.0,0.5,75.0
4566,Marcelo Golm,6,2,0,0,"75""",4.26,3.92,47.0,0.47,50.0,0.5,75.0
2201,Marcelo Guimaraes,9,2,1,0,"73""",4.67,4.41,62.0,1.99,13.0,0.0,75.0
2893,Marcin Bandel,13,4,0,0,"70""",0.79,5.26,23.0,0.0,0.0,0.0,76.47059
163,Marcin Held,23,7,0,0,"71""",1.41,2.02,47.0,2.46,46.0,1.3,76.666664
4283,Marcin Prachnio,13,4,0,0,"74""",2.39,2.92,52.0,0.0,0.0,0.0,76.47059
4457,Marcin Tybura,17,4,0,0,"78""",3.6,2.99,52.0,1.61,61.0,0.1,80.95238
156,Marco Beltran,8,7,0,0,"69""",2.07,1.93,63.0,0.7,50.0,0.2,53.33333199999999
19,Marcos Rogerio de Lima,16,6,1,0,"75""",3.57,2.99,53.0,0.9,60.0,0.9,69.565216
2385,Marcos Vinicius,20,6,1,0,"70""",1.93,2.91,47.0,0.0,0.0,0.5,74.07406999999999
827,Marcus Aurelio,21,10,0,0,"74""",1.42,2.27,59.0,1.69,27.0,1.3,67.741936
2223,Marcus Brimage,7,5,0,0,"71""",3.97,3.64,56.0,0.56,100.0,0.0,58.33333199999999
510,Marcus Davis,20,9,0,1,"70""",2.72,2.79,65.0,1.6,48.0,1.4,66.666664
1245,Marcus Jones,4,2,0,0,,1.94,2.71,58.0,8.71,75.0,2.9,66.666664
2105,Marcus LeVesseur,22,7,0,0,"70""",2.55,3.7,37.0,3.89,36.0,0.6,75.86206999999999
1332,Mario Miranda,12,3,0,0,"74""",1.96,2.46,36.0,1.02,60.0,0.0,80.0
623,Mario Neto,11,5,0,0,,1.89,1.89,70.0,2.84,100.0,0.0,68.75
33,Marion Reneau,9,4,1,0,"68""",3.41,2.45,67.0,0.26,100.0,1.2,64.28571
1508,Mark Bocek,12,5,0,0,"75""",2.34,2.32,60.0,3.65,36.0,1.3,70.588234
227,Mark Coleman,16,10,0,0,"75""",1.88,2.62,40.0,3.89,40.0,0.8,61.53846
4590,Mark De La Rosa,11,1,0,0,"65""",3.24,3.0,57.0,1.05,20.0,0.5,91.666664
2587,Mark Eddiva,6,3,0,0,"68""",3.37,2.98,54.0,1.45,22.0,0.0,66.666664
31,Mark Godbeer,13,4,0,0,"77""",3.97,3.3,54.0,0.0,0.0,0.0,76.47059
541,Mark Hominick,20,12,0,0,"68""",4.08,4.18,69.0,0.25,66.0,0.9,62.5
263,Mark Hughes,6,2,0,0,,0.9,0.4,42.0,3.0,50.0,4.5,75.0
1552,Mark Hunt,13,13,1,1,"72""",2.89,2.84,51.0,0.53,55.0,0.2,46.42857
1090,Mark Munoz,14,6,0,0,"72""",3.12,2.26,57.0,3.17,29.0,0.6,70.0
311,Mark Weir,20,18,1,0,,1.54,2.5,38.0,0.8,50.0,2.4,51.28205
4178,Markus Perez,10,2,0,0,"73""",2.55,4.5,49.0,1.31,42.0,1.3,83.333336
199,Marlon Moraes,21,5,1,0,"67""",3.25,2.81,64.0,0.47,25.0,0.5,77.77778
4,Marlon Vera,12,5,1,0,"70""",3.23,3.93,52.0,0.78,37.0,1.3,66.666664
98,Martin Bravo,12,2,0,0,"71""",6.04,5.19,50.0,2.01,33.0,0.0,85.71429
603,Martin Kampmann,20,7,0,0,"72""",3.22,3.28,62.0,1.86,41.0,2.0,74.07406999999999
372,Marvin Eastman,17,14,1,0,"73""",2.21,3.92,42.0,1.38,33.0,0.0,53.125
3926,Marvin Vettori,12,4,1,0,"74""",3.41,2.96,64.0,1.63,43.0,0.9,70.588234
4121,Maryna Moroz,8,3,0,0,"67""",3.15,3.79,55.0,0.2,20.0,0.6,72.72726999999999
3268,Masanori Kanehara,25,13,5,0,"67""",1.88,1.63,62.0,1.44,50.0,0.9,58.139534
3222,Masio Fullen,10,6,0,0,"70""",2.46,3.5,54.0,0.47,33.0,0.0,62.5
3685,Matheus Nicolau,13,3,1,0,"66""",3.83,2.43,70.0,1.9,66.0,1.6,76.47059
936,Matt Arroyo,3,3,0,0,"72""",1.62,2.01,58.0,2.12,36.0,5.3,50.0
4226,Matt Bessette,22,9,0,1,"70""",4.36,4.45,58.0,0.64,28.0,0.3,68.75
1017,Matt Brown,23,16,0,0,"75""",3.78,2.64,56.0,1.57,46.0,1.6,58.974357999999995
2905,Matt Dwyer,8,4,0,0,"76""",2.57,3.24,54.0,0.44,10.0,0.0,66.666664
727,Matt Grice,15,5,0,0,"70""",4.09,2.69,56.0,2.19,37.0,0.5,75.0
579,Matt Hamill,12,5,0,0,"76""",3.69,3.8,61.0,3.0,34.0,0.0,70.588234
2708,Matt Hobar,9,3,0,0,"70""",3.23,4.27,52.0,3.66,44.0,0.0,75.0
297,Matt Hughes,45,9,0,0,"73""",2.14,1.36,53.0,2.95,50.0,1.2,83.333336
267,Matt Lindland,22,9,0,0,"74""",2.62,1.56,52.0,3.01,48.0,1.3,70.96774
1445,Matt Mitrione,9,5,0,0,"79""",3.55,2.79,64.0,0.0,0.0,0.7,64.28571
4054,Matt Schnell,12,4,0,0,"70""",3.64,3.67,63.0,0.39,25.0,0.8,75.0
319,Matt Serra,11,7,0,0,"68""",1.98,2.64,46.0,2.05,20.0,0.9,61.11111
766,Matt Wiman,16,7,0,0,"68""",3.51,3.24,54.0,2.41,38.0,1.8,69.565216
3711,Matthew Lopez,10,3,0,0,"69""",2.71,3.35,56.0,3.13,57.0,1.4,76.92308
933,Matthew Riddle,7,3,0,2,"74""",3.01,2.74,54.0,3.51,50.0,0.5,58.33333199999999
218,Maurice Smith,12,13,0,0,,0.41,0.47,60.0,0.89,50.0,0.9,48.0
803,Mauricio Rua,25,11,0,0,"76""",3.75,2.64,55.0,2.16,48.0,0.9,69.44444
3756,Max Griffin,14,5,0,0,"76""",3.45,3.37,54.0,0.26,25.0,0.3,73.68421
1842,Max Holloway,19,3,0,0,"69""",6.2,3.9,65.0,0.28,80.0,0.5,86.36364
1902,Maximo Blanco,12,8,1,1,"71""",4.11,3.19,66.0,1.85,36.0,0.3,54.54545600000001
4583,Maycee Barber,6,0,0,0,"65""",8.46,4.37,32.0,2.12,30.0,0.0,100.0
4539,Mayra Bueno Silva,6,0,0,0,,2.24,2.24,38.0,0.0,0.0,3.0,100.0
4394,Megan Anderson,8,3,0,0,"73""",1.73,3.13,33.0,0.0,0.0,0.0,72.72726999999999
4417,Melinda Fabian,4,4,2,0,"66""",4.03,4.0,62.0,0.0,0.0,0.0,40.0
524,Melvin Guillard,48,15,3,2,"68""",2.96,1.85,66.0,1.3,63.0,0.2,70.588234
4339,Merab Dvalishvili,8,4,0,0,"68""",3.78,2.22,58.0,7.33,41.0,0.0,66.666664
573,Michael Bisping,31,9,0,0,"75""",4.33,2.71,65.0,1.05,43.0,0.3,77.5
2189,Michael Chiesa,14,4,0,0,"75""",2.17,2.45,50.0,2.87,39.0,1.4,77.77778
3251,Michael Graves,6,0,1,0,"71""",1.25,1.47,58.0,4.8,52.0,0.4,85.71429
36,Michael Johnson,20,13,0,0,"73""",4.31,3.96,58.0,0.59,45.0,0.1,60.60606
2028,Michael Kuiper,12,3,0,0,"73""",3.28,3.62,54.0,2.3,55.0,0.0,80.0
1609,Michael McDonald,17,4,0,0,"70""",2.69,2.76,57.0,1.09,66.0,1.4,80.95238
975,Michael Patt,12,4,0,0,,1.65,5.53,55.0,0.0,0.0,0.0,75.0
4584,Michael Trizano,9,0,0,0,"73""",3.1,1.73,67.0,0.5,50.0,1.0,100.0
113,Michel Prazeres,26,2,0,0,"67""",2.59,2.32,60.0,4.22,38.0,0.7,92.85714
201,Michel Quinones,8,3,0,0,"73""",2.91,5.98,48.0,0.0,0.0,0.0,72.72726999999999
4030,Michelle Waterson,16,6,0,0,"62""",3.49,2.94,51.0,2.23,68.0,1.4,72.72726999999999
858,Michihiro Omigawa,13,13,1,0,"68""",2.01,3.06,64.0,1.19,36.0,1.5,48.148148
2729,Michinori Tanaka,11,3,0,0,"67""",1.97,1.99,50.0,2.4,38.0,0.2,78.57143
3280,Mickael Lebout,14,5,1,1,"73""",2.6,2.98,54.0,0.0,0.0,0.0,66.666664
190,Mickey Gall,5,1,0,0,"74""",1.47,2.21,43.0,2.33,66.0,5.2,83.333336
2229,Miesha Tate,18,7,0,0,"65""",1.93,2.71,50.0,2.06,31.0,1.6,72.0
1536,Miguel Torres,39,5,0,0,"76""",3.98,1.86,74.0,0.0,0.0,1.6,88.63636
1518,Mike Brown,26,9,0,0,"70""",2.98,2.45,60.0,3.23,40.0,0.6,74.28571
1151,Mike Ciesnolevicz,19,4,0,1,,0.51,4.62,57.0,0.0,0.0,5.1,79.166664
1718,Mike Easton,13,5,0,0,"70""",3.51,4.28,61.0,0.75,22.0,0.0,72.22222
1353,Mike Guymon,12,5,1,0,"74""",2.75,0.79,66.0,1.87,37.0,1.2,66.666664
4396,Mike Jackson,1,1,0,0,,4.25,1.33,75.0,0.95,100.0,0.0,50.0
2788,Mike King,5,1,0,0,"75""",4.44,1.29,72.0,1.75,25.0,3.5,83.333336
415,Mike Kyle,19,9,1,2,"77""",4.5,2.76,54.0,1.55,62.0,0.9,61.290319999999994
1488,Mike Lullo,8,3,0,0,,2.48,4.84,40.0,1.18,11.0,0.6,72.72726999999999
986,Mike Massenzio,13,6,0,0,"73""",2.08,3.59,54.0,2.74,24.0,1.4,68.42105
580,Mike Nickels,9,5,0,0,,4.44,1.11,64.0,11.11,80.0,2.8,64.28571
3833,Mike Perry,12,4,0,0,"71""",4.02,4.44,57.0,0.83,55.0,0.0,75.0
1195,Mike Pierce,17,7,0,0,"70""",2.62,2.36,62.0,3.08,42.0,0.2,70.833336
1125,Mike Pyle,27,14,1,0,"74""",2.74,2.84,60.0,1.8,35.0,1.5,64.28571
2543,Mike Rhodes,6,4,0,0,"74""",3.2,4.13,64.0,0.96,33.0,0.5,60.0
2126,Mike Rio,9,4,0,0,"71""",1.68,2.99,53.0,2.58,27.0,1.0,69.23076999999999
4317,Mike Rodriguez,9,3,0,0,"82""",2.72,3.13,21.0,0.0,0.0,0.0,75.0
1183,Mike Russow,15,3,0,1,"73""",1.55,2.9,59.0,4.66,43.0,0.7,78.947365
4404,Mike Santiago,21,12,0,0,"69""",3.44,3.58,36.0,2.66,50.0,1.1,63.636364
2156,Mike Stumpf,11,4,0,0,"71""",3.34,8.85,47.0,1.59,25.0,0.8,73.333336
458,Mike Swick,15,6,0,0,"77""",2.36,2.29,54.0,1.06,50.0,0.6,71.42857
536,Mike Whitehead,27,7,0,0,,1.62,2.36,59.0,3.59,43.0,0.3,79.411766
2115,Mike Wilkinson,9,2,0,0,"68""",2.35,3.7,35.0,0.92,14.0,0.9,81.818184
2635,Mike de la Torre,14,7,0,1,"71""",3.21,4.75,51.0,0.36,16.0,0.0,63.636364
467,Mike van Arsdale,8,5,0,0,,1.52,1.91,41.0,1.06,14.0,0.0,61.53846
2821,Milana Dudieva,11,5,0,0,"61""",0.87,3.43,58.0,2.34,45.0,0.0,68.75
770,Minotauro Nogueira,34,10,1,1,"77""",1.95,2.4,55.0,1.3,29.0,2.4,73.91304000000001
1133,Mirko Cro Cop,31,11,2,1,"73""",2.11,1.89,63.0,0.19,40.0,0.3,68.888885
3037,Mirsad Bektic,13,1,0,0,"70""",2.92,1.42,62.0,3.59,53.0,0.4,92.85714
3333,Misha Cirkunov,14,4,0,0,"77""",4.5,2.51,65.0,4.53,58.0,2.3,77.77778
127,Mitch Clarke,11,5,0,0,"73""",2.35,3.27,47.0,0.64,15.0,0.4,68.75
2042,Mitch Gagnon,12,4,0,0,"65""",3.18,2.13,63.0,1.43,26.0,1.9,75.0
2295,Mizuto Hirota,19,9,2,0,"67""",3.66,3.7,53.0,1.55,50.0,0.0,63.33333199999999
4378,Molly McCann,7,2,0,0,"62""",1.41,2.4,66.0,0.0,0.0,0.0,77.77778
4156,Montana De La Rosa,9,4,0,0,"68""",3.79,3.06,55.0,0.0,0.0,1.8,69.23076999999999
1042,Mostapha Al-Turk,6,6,0,0,"77""",1.36,3.61,53.0,0.0,0.0,0.0,50.0
251,Murilo Bustamante,14,8,1,0,,1.33,1.9,60.0,2.46,33.0,1.2,60.869564000000004
1945,Myles Jury,17,3,0,0,"73""",2.61,1.48,71.0,2.5,55.0,0.3,85.0
11,Nad Narimani,12,2,0,0,"70""",4.3,2.6,65.0,3.5,43.0,0.0,85.71429
1495,Nam Phan,18,14,0,0,"70""",4.52,6.55,59.0,0.18,18.0,0.2,56.25
4415,Naoki Inoue,11,1,0,0,"71""",3.67,3.37,60.0,0.0,0.0,2.5,91.666664
712,Naoyuki Kotani,33,13,7,0,"66""",1.02,2.89,50.0,0.83,16.0,0.8,62.264153
4459,Nasrat Haqparast,10,2,0,0,"72""",5.42,3.27,75.0,0.33,25.0,0.0,83.333336
760,Nate Diaz,20,11,0,0,"76""",4.64,3.69,54.0,1.17,30.0,1.4,64.51613
956,Nate Loughran,9,1,0,0,,1.81,4.11,59.0,0.0,0.0,2.1,90.0
196,Nate Marquardt,38,19,2,0,"74""",2.71,2.32,55.0,1.87,51.0,0.8,64.40678
457,Nate Quarry,12,4,0,0,"72""",4.96,2.8,66.0,0.25,33.0,0.0,75.0
3433,Nathan Coy,15,7,0,0,"69""",3.88,2.4,61.0,3.17,47.0,0.0,68.181816
1085,Neil Grove,11,5,1,0,,0.0,0.0,0.0,0.0,0.0,14.3,64.70588000000001
120,Neil Magny,21,8,0,0,"80""",3.86,2.22,56.0,2.62,46.0,0.3,72.413795
66,Neil Seery,16,13,0,0,"64""",3.56,3.79,58.0,0.78,27.0,1.6,55.172413
1104,Nick Catone,10,4,0,0,"72""",2.11,2.32,63.0,3.71,44.0,0.5,71.42857
1836,Nick Denis,11,3,0,0,,6.54,5.42,36.0,2.8,100.0,0.0,78.57143
392,Nick Diaz,26,9,0,2,"76""",5.43,3.56,61.0,1.32,33.0,1.0,70.27027
2957,Nick Hein,14,4,0,1,"66""",2.54,2.93,62.0,0.8,33.0,0.0,73.68421
1152,Nick Osipczak,5,3,0,0,"76""",2.83,3.77,50.0,1.2,45.0,1.0,62.5
1499,Nick Pace,6,3,0,0,"68""",1.48,3.14,57.0,2.52,43.0,0.5,66.666664
2116,Nick Penner,12,3,0,0,"77""",1.25,4.6,38.0,0.0,0.0,0.0,80.0
1549,Nick Ring,13,3,0,0,"74""",3.52,3.48,62.0,1.36,36.0,0.3,81.25
40,Nick Roehrick,7,1,0,0,"75""",2.31,6.92,44.0,0.0,0.0,0.0,87.5
304,Nick Serra,7,3,0,0,,0.0,1.73,43.0,1.0,10.0,2.0,70.0
519,Nick Thompson,38,14,1,0,"74""",1.87,1.8,49.0,1.06,100.0,2.6,71.69811
2560,Nico Musoke,13,5,0,1,"75""",3.56,3.8,57.0,1.16,19.0,0.2,68.42105
1205,Nik Lentz,31,9,2,1,"68""",3.42,3.0,49.0,3.5,35.0,1.3,72.093025
2377,Nikita Krylov,25,6,0,0,"77""",5.59,2.62,45.0,0.62,28.0,1.9,80.64516400000001
97,Niko Price,12,2,0,1,"76""",2.5,4.04,56.0,1.44,28.0,1.8,80.0
3170,Ning Guangyou,6,4,1,0,"64""",2.66,1.91,61.0,1.09,50.0,0.3,54.54545600000001
2618,Noad Lahat,9,2,0,0,"69""",2.79,1.47,63.0,2.37,26.0,2.4,81.818184
2812,Nolan Ticman,4,3,0,0,"69""",2.57,2.53,67.0,0.0,0.0,0.0,57.14285699999999
2636,Nordine Taleb,14,6,0,0,"74""",3.42,2.52,67.0,2.3,76.0,0.0,70.0
1539,Norifumi Yamamoto,18,6,0,2,"66""",2.09,2.01,57.0,0.41,22.0,0.0,69.23076999999999
2110,Norman Parke,22,5,1,0,"70""",3.06,2.88,64.0,1.98,26.0,0.0,78.57143
4304,Oliver Enkamp,7,2,0,0,"77""",2.38,3.55,37.0,0.87,16.0,0.0,77.77778
136,Olivier Aubin-Mercier,12,3,0,0,"70""",2.58,2.68,57.0,2.97,35.0,0.7,80.0
3315,Oluwale Bamgbose,6,4,0,0,"78""",2.45,2.7,55.0,0.94,33.0,0.0,60.0
2456,Omari Akhmedov,17,4,1,0,"73""",3.01,2.91,57.0,2.89,51.0,0.3,77.27273000000001
2600,Ovince Saint Preux,23,12,0,0,"80""",2.68,2.78,44.0,1.18,40.0,0.6,65.71429
1912,Pablo Garza,13,4,0,0,"73""",3.37,2.7,50.0,0.94,25.0,1.3,76.47059
2791,Paddy Holohan,12,2,1,0,"69""",2.13,2.81,46.0,2.88,47.0,1.3,80.0
3129,Paige VanZant,7,4,0,0,"65""",3.47,2.72,43.0,1.41,34.0,0.7,63.636364
1885,Papy Abedi,9,3,0,0,"74""",2.8,3.15,48.0,3.47,57.0,1.3,75.0
1476,Pascal Krauss,11,2,0,0,"72""",5.45,3.88,59.0,1.53,50.0,0.9,84.61539
1446,Pat Audinwood,9,2,1,0,,1.17,4.31,41.0,0.8,50.0,0.0,75.0
1126,Pat Barry,8,7,0,0,"74""",2.72,3.54,59.0,0.0,0.0,0.2,53.33333199999999
607,Pat Healy,31,19,0,1,"74""",2.57,2.57,50.0,3.08,37.0,1.1,60.784313
225,Pat Miletich,29,7,2,0,,1.79,1.66,63.0,1.96,100.0,1.0,76.31579
1835,Pat Schilling,5,2,0,0,"69""",1.87,8.24,52.0,0.0,0.0,0.0,71.42857
434,Patrick Cote,24,11,0,0,"71""",2.81,3.21,48.0,0.68,20.0,0.2,68.57143
73,Patrick Cummins,10,6,0,0,"76""",4.21,3.36,55.0,4.51,40.0,0.1,62.5
2769,Patrick Walsh,5,3,0,0,"71""",2.03,2.83,64.0,3.0,54.0,1.5,62.5
3214,Patrick Williams,8,6,0,0,"73""",4.12,4.12,52.0,2.71,41.0,0.5,57.14285699999999
498,Paul Buentello,29,14,0,0,"77""",3.29,3.83,52.0,0.19,33.0,0.4,67.441864
63,Paul Craig,10,2,0,0,"76""",2.51,3.64,44.0,1.45,23.0,1.9,83.333336
357,Paul Creighton,3,1,0,0,,0.72,4.65,30.0,5.37,37.0,0.0,75.0
61,Paul Felder,15,4,0,0,"70""",3.52,2.96,51.0,0.36,33.0,0.4,78.947365
853,Paul Kelly,12,4,0,0,"70""",3.22,2.61,59.0,1.34,60.0,1.5,75.0
3281,Paul Redmond,10,6,0,0,"70""",0.72,2.99,41.0,0.0,0.0,0.0,62.5
331,Paul Rodriguez,10,8,2,0,,0.84,1.68,68.0,0.0,0.0,0.0,50.0
1456,Paul Sass,13,2,0,0,"73""",0.53,1.9,51.0,0.53,16.0,7.4,86.666664
731,Paul Taylor,11,6,1,1,"72""",4.44,4.47,55.0,0.27,25.0,0.5,57.894737
1081,Paulo Thiago,15,8,0,0,"73""",1.71,1.99,63.0,1.42,31.0,1.2,65.21739000000001
3116,Pawel Pawlak,11,2,0,0,"73""",1.67,2.22,53.0,1.0,37.0,0.0,84.61539
2575,Pedro Munhoz,16,3,0,1,"64""",4.79,5.34,58.0,1.15,21.0,1.3,80.0
237,Pedro Rizzo,19,10,0,0,,1.93,3.02,50.0,0.26,28.0,0.0,65.51724
2475,Peggy Morgan,2,1,0,0,"70""",2.27,8.2,33.0,0.0,0.0,0.0,66.666664
855,Per Eklund,14,5,1,0,"72""",2.07,2.38,67.0,2.07,11.0,3.6,70.0
648,Pete Sell,9,5,0,0,"75""",2.6,3.65,51.0,0.91,21.0,0.9,64.28571
380,Pete Spratt,23,21,0,0,,1.63,1.33,55.0,0.3,100.0,0.3,52.272728
300,Pete Williams,12,6,0,0,,0.61,2.77,40.0,1.84,40.0,0.9,66.666664
1140,Peter Sobotta,17,6,1,0,"75""",2.17,2.89,59.0,1.76,35.0,0.6,70.833336
350,Phil Baroni,14,15,0,0,"72""",2.77,3.93,40.0,1.46,47.0,0.5,48.275864
1290,Phil Davis,13,3,0,1,"79""",2.85,1.33,72.0,2.99,38.0,0.6,76.47059
2787,Phil Harris,22,12,0,2,"64""",2.34,3.16,68.0,1.76,21.0,0.0,61.11111
274,Phil Johns,30,13,1,0,,1.2,1.8,50.0,0.0,0.0,0.0,68.181816
1851,Philip De Fries,9,3,0,1,"82""",2.3,3.0,37.0,3.29,42.0,0.6,69.23076999999999
1127,Phillipe Nover,12,8,1,0,"72""",1.79,2.48,56.0,0.99,28.0,0.7,57.14285699999999
2431,Piotr Hallmann,15,5,0,0,"71""",3.98,3.17,58.0,2.55,44.0,0.4,75.0
5,Poliana Botelho,7,2,0,0,,4.03,2.51,50.0,0.74,100.0,0.0,77.77778
3412,Polo Reyes,8,5,0,0,"71""",6.69,4.59,65.0,0.0,0.0,0.0,61.53846
4483,Polyana Viana,10,2,0,0,"67""",3.08,2.44,51.0,1.59,28.0,2.4,83.333336
