,fighter1,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,reach_fighter1,SLpM_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,Sub_Avg_fighter1,win%_fighter1
85,Cris Cyborg,20,1,0,1,"68""",7.02,1.79,70.0,0.85,62.0,0.3,90.90909
3574,Cristina Stanciu,5,2,0,0,"64""",2.5,3.07,52.0,0.85,100.0,1.7,71.42857
1757,Cub Swanson,25,10,0,0,"70""",4.16,3.28,62.0,1.17,52.0,0.5,71.42857
1764,Cung Le,9,3,0,0,"69""",4.36,2.98,66.0,1.37,71.0,0.3,75.0
1457,Curt Warburton,7,3,0,0,"73""",2.13,3.44,43.0,2.35,50.0,0.9,70.0
50,Curtis Blaydes,10,1,0,1,"80""",4.2,2.26,56.0,6.82,57.0,0.0,83.333336
4438,Curtis Millender,16,3,0,0,"76""",3.55,3.04,61.0,0.81,100.0,0.0,84.210526
277,Curtis Stout,11,12,1,0,,0.69,3.2,29.0,0.0,0.0,0.0,45.833332
3987,Cynthia Calvillo,7,1,0,0,"64""",3.41,3.1,66.0,2.02,53.0,2.6,87.5
4106,Cyril Asker,9,4,0,0,"74""",3.35,5.82,35.0,4.41,62.0,0.9,69.23076999999999
1454,Cyrille Diabate,20,10,3,0,"81""",4.06,1.78,60.0,1.17,83.0,0.2,60.60606
1341,DaMarques Johnson,18,12,0,0,"75""",2.11,3.75,51.0,1.18,55.0,0.7,60.0
149,Daichi Abe,6,2,0,0,"71""",3.8,4.49,56.0,0.33,50.0,0.0,75.0
958,Dale Hartt,6,3,0,0,"69""",1.14,1.55,66.0,1.22,100.0,2.5,66.666664
1557,Damacio Page,12,8,0,0,"66""",2.05,2.47,51.0,2.63,64.0,0.9,60.0
78,Damian Grabowski,20,5,0,0,"75""",4.0,7.65,51.0,0.0,0.0,0.0,80.0
164,Damian Stasiak,10,6,0,0,"70""",1.86,3.1,52.0,2.64,35.0,0.6,62.5
3568,Damien Brown,17,12,0,0,"68""",3.66,4.86,50.0,0.68,27.0,0.7,58.62069
3577,Damir Hadzovic,12,4,0,0,"70""",2.65,2.9,65.0,0.0,0.0,0.3,75.0
219,Dan Bobish,17,9,0,0,,2.06,1.74,34.0,2.44,42.0,1.6,65.38461
551,Dan Christison,20,7,0,0,,4.23,3.88,54.0,0.0,0.0,1.1,74.07406999999999
1066,Dan Cramer,7,3,0,0,,0.97,2.1,31.0,0.0,0.0,0.5,70.0
965,Dan Evensen,11,4,0,0,,0.27,3.86,38.0,0.0,0.0,4.0,73.333336
993,Dan Hardy,25,10,0,1,"74""",2.46,3.44,51.0,0.73,35.0,0.4,69.44444
228,Dan Henderson,32,15,0,0,"74""",2.44,2.7,51.0,1.52,52.0,0.3,68.08510600000001
3153,Dan Hooker,18,7,0,0,"75""",4.02,4.38,56.0,0.54,42.0,0.5,72.0
4225,Dan Ige,9,2,0,0,"71""",3.9,3.18,64.0,3.08,30.0,1.5,81.818184
639,Dan Lauzon,15,4,0,0,,1.34,4.09,61.0,1.63,33.0,2.7,78.947365
1006,Dan Miller,14,8,0,1,"74""",2.03,3.06,49.0,1.67,54.0,1.8,60.869564000000004
1847,Dan Stittgen,7,3,0,0,,2.97,4.42,37.0,0.78,100.0,0.0,70.0
2240,Daniel Cormier,22,1,0,1,"72""",3.84,2.46,58.0,2.04,45.0,0.5,91.666664
3962,Daniel Jolly,5,2,0,0,"75""",1.32,3.39,44.0,2.83,33.0,0.0,71.42857
2926,Daniel Kelly,13,4,0,0,"70""",3.62,4.64,61.0,1.86,34.0,0.3,76.47059
2403,Daniel Omielanczuk,19,8,1,1,"74""",3.09,3.29,47.0,0.56,26.0,0.1,65.51724
1877,Daniel Pineda,18,11,0,0,"69""",2.99,2.51,47.0,1.46,25.0,2.0,62.068966
1309,Daniel Roberts,12,4,0,0,"74""",0.73,2.27,46.0,2.46,44.0,2.5,75.0
2725,Daniel Sarafian,10,6,0,0,"73""",2.23,3.1,58.0,0.36,7.0,0.7,62.5
3992,Daniel Spitz,6,2,0,0,"82""",2.88,4.77,51.0,1.18,66.0,0.0,75.0
68,Daniel Teymur,6,2,0,0,"69""",3.8,5.59,55.0,0.0,0.0,0.0,75.0
3739,Danielle Taylor,9,4,0,0,"60""",2.75,3.31,71.0,0.2,20.0,0.2,69.23076999999999
1175,Danillo Villefort,13,4,0,0,,2.86,2.4,68.0,1.71,66.0,1.7,76.47059
577,Danny Abbadi,4,6,0,0,,3.29,4.41,57.0,0.0,0.0,0.0,40.0
1793,Danny Castillo,17,10,0,0,"71""",2.57,1.96,62.0,2.95,38.0,0.2,62.962963
1616,Danny Downes,8,3,0,0,"72""",1.66,3.53,37.0,0.0,0.0,0.5,72.72726999999999
3237,Danny Martinez,18,7,0,0,"67""",2.73,3.77,63.0,3.0,45.0,0.0,72.0
65,Danny Roberts,16,3,0,0,"74""",3.71,3.44,55.0,0.0,0.0,0.5,84.210526
4465,Darko Stosic,13,1,0,0,"76""",2.8,1.24,75.0,0.0,0.0,0.0,92.85714
1944,Daron Cruickshank,16,8,0,1,"72""",2.88,2.98,57.0,2.04,41.0,0.2,64.0
3584,Darrell Horcher,13,3,0,0,"70""",2.04,4.32,37.0,0.39,100.0,0.8,81.25
2418,Darrell Montague,13,5,0,0,"67""",1.92,5.38,52.0,0.72,25.0,1.4,72.22222
72,Darren Elkins,25,7,0,0,"71""",3.36,2.83,53.0,2.68,35.0,1.3,78.125
4010,Darren Stewart,9,3,0,1,"74""",3.21,3.09,54.0,2.14,42.0,0.0,69.23076999999999
159,Darren Till,17,1,1,0,"74""",2.39,2.98,61.0,0.5,33.0,0.0,89.47369
2064,Darren Uyenoyama,8,5,0,0,"64""",1.34,2.21,66.0,1.42,33.0,0.7,61.53846
1246,Darrill Schoonover,11,5,0,0,,1.2,4.35,38.0,0.0,0.0,1.1,68.75
2735,Dashon Johnson,9,2,0,0,"70""",1.01,3.83,35.0,0.85,33.0,0.8,81.818184
2519,Dave Galera,5,1,0,0,,1.67,0.53,33.0,0.0,0.0,2.0,83.333336
1849,Dave Herman,21,6,0,0,"76""",4.98,3.78,48.0,1.49,100.0,0.0,77.77778
289,Dave Menne,44,16,2,0,,1.84,1.99,42.0,0.46,50.0,2.5,70.96774
3830,Davey Grant,10,4,0,0,"69""",3.6,1.41,68.0,1.25,30.0,0.0,71.42857
4000,Davi Ramos,9,2,0,0,"70""",3.12,2.72,56.0,3.28,58.0,1.4,81.818184
212,David Abbott,10,14,0,0,,1.35,3.55,38.0,1.07,33.0,0.0,41.666668
997,David Baron,17,3,1,0,,1.17,2.1,56.0,0.0,0.0,0.7,80.95238
882,David Bielkheden,16,9,0,0,"71""",1.11,1.64,54.0,2.65,63.0,0.0,64.0
130,David Branch,22,5,0,0,"78""",1.67,1.89,56.0,2.58,32.0,0.0,81.48148
615,David Heath,16,7,0,0,"72""",1.48,5.16,49.0,0.33,50.0,1.0,69.565216
1130,David Kaplan,3,4,0,0,,2.88,4.32,67.0,4.88,43.0,0.7,42.857143
625,David Lee,9,7,0,0,,1.49,3.31,42.0,0.0,0.0,0.0,56.25
388,David Loiseau,20,10,0,0,"76""",1.59,3.64,43.0,0.43,42.0,0.1,66.666664
3145,David Michaud,8,2,0,0,"72""",3.25,4.45,54.0,2.53,58.0,0.7,80.0
1437,David Mitchell,12,4,0,0,"76""",1.74,2.06,55.0,0.66,50.0,2.0,75.0
3544,David Teymur,8,1,0,0,"73""",4.72,3.41,55.0,1.04,33.0,0.0,88.888885
4458,David Zawada,16,4,0,0,"75""",2.2,3.0,48.0,2.0,40.0,5.0,80.0
564,Dean Lister,11,7,0,0,"75""",1.26,1.89,61.0,1.58,15.0,1.1,61.11111
4089,Deiveson Figueiredo,15,0,0,0,"68""",2.25,1.62,54.0,2.46,53.0,3.9,100.0
1979,Delson Heleno,23,7,0,0,,0.69,4.83,19.0,0.0,0.0,0.0,76.666664
151,Demetrious Johnson,27,3,1,0,"66""",3.43,1.66,67.0,3.35,56.0,0.5,87.09676999999999
84,Demian Maia,25,9,0,0,"72""",1.78,1.95,64.0,2.5,25.0,1.0,73.52941
1114,Denis Kang,34,15,2,2,"77""",2.27,1.65,67.0,2.51,65.0,1.2,64.15094
1068,Denis Stojnic,9,3,0,1,,1.51,6.06,36.0,0.0,0.0,1.0,69.23076999999999
1798,Dennis Bermudez,17,9,0,0,"66""",4.44,3.2,59.0,3.8,38.0,1.0,65.38461
270,Dennis Hallman,67,14,2,1,"72""",1.12,1.96,43.0,1.79,30.0,2.1,79.7619
1057,Dennis Siver,23,11,0,1,"70""",3.87,2.67,65.0,0.87,32.0,0.3,65.71429
2526,Derek Brunson,18,7,0,0,"77""",3.03,2.55,50.0,2.74,28.0,0.6,72.0
1075,Derek Downey,11,4,0,0,,0.32,3.36,12.0,2.4,16.0,0.0,73.333336
2651,Derrick Lewis,21,6,0,1,"79""",2.76,2.3,44.0,0.49,23.0,0.0,75.0
114,Desmond Green,21,8,0,0,"73""",3.21,2.21,71.0,1.0,35.0,0.0,72.413795
161,Devin Clark,9,2,0,0,"75""",3.35,2.81,41.0,3.36,48.0,0.3,81.818184
10,Devin Powell,9,4,0,0,"73""",2.88,3.67,51.0,0.0,0.0,0.6,69.23076999999999
38,Dhiego Lima,14,7,0,0,"74""",2.54,2.88,50.0,2.22,66.0,1.5,66.666664
2507,Diego Brandao,24,11,0,0,"68""",2.94,3.38,62.0,3.21,68.0,0.6,68.57143
2747,Diego Ferreira,13,2,0,0,"74""",3.86,3.08,53.0,0.35,11.0,1.0,86.666664
1796,Diego Nunes,18,4,0,0,"67""",2.72,2.59,58.0,1.18,44.0,0.6,81.818184
2933,Diego Rivas,7,2,0,0,"69""",1.37,2.14,52.0,1.79,60.0,0.9,77.77778
194,Diego Sanchez,30,11,0,0,"72""",2.76,2.91,57.0,1.52,22.0,0.9,73.17073
694,Diego Saraiva,21,16,1,0,,1.64,3.58,62.0,1.33,40.0,0.7,55.26315699999999
325,Din Thomas,25,8,0,1,,1.85,2.6,59.0,1.38,52.0,1.2,73.52941
3940,Dmitrii Smoliakov,8,2,0,0,"74""",1.63,3.35,56.0,0.0,0.0,0.0,80.0
4308,Dmitry Sosnovskiy,11,0,0,0,"77""",2.95,2.53,35.0,3.16,66.0,3.2,100.0
3415,Dominic Waters,9,5,0,0,"79""",0.48,2.53,39.0,4.07,52.0,0.0,64.28571
1644,Dominick Cruz,22,2,0,0,"68""",3.53,2.15,74.0,3.17,50.0,0.1,91.666664
4116,Dominick Reyes,10,0,0,0,"77""",6.49,2.22,51.0,0.68,25.0,0.7,100.0
3424,Dominique Steele,14,9,0,0,"74""",2.32,2.42,50.0,2.95,42.0,0.0,60.869564000000004
208,Don Frye,20,9,1,1,,2.87,3.57,37.0,0.91,57.0,0.7,64.51613
1626,Donald Cerrone,34,11,0,1,"73""",4.09,4.02,54.0,1.28,34.0,1.4,73.91304000000001
973,Dong Hyun Kim,22,4,1,1,"76""",2.12,1.89,58.0,2.93,43.0,0.6,78.57143
142,Dong Hyun Kim 155,16,8,3,0,"70""",3.77,4.53,53.0,1.67,60.0,0.0,59.25926
1691,Dongi Yang,13,3,0,0,"71""",3.55,3.21,63.0,1.7,41.0,0.5,81.25
1654,Donny Walker,15,8,0,0,,1.81,3.85,46.0,0.0,0.0,1.7,65.21739000000001
2960,Dooho Choi,14,3,0,0,"70""",5.64,6.26,54.0,0.55,20.0,0.0,82.35294
762,Doug Evans,13,9,0,0,,1.79,2.55,55.0,3.19,83.0,0.6,59.090908
2480,Drew Dober,20,8,0,1,"70""",4.45,4.17,54.0,1.07,17.0,0.1,68.965515
450,Drew Fickett,41,16,0,0,"70""",2.33,2.29,57.0,1.3,35.0,2.2,71.929825
696,Drew McFedries,10,6,0,0,"72""",5.13,4.56,52.0,1.42,100.0,0.7,62.5
1308,Duane Ludwig,29,14,0,0,"70""",4.61,3.04,57.0,0.43,25.0,0.1,67.441864
758,Dustin Hazelett,12,7,0,0,"76""",2.24,3.51,46.0,0.55,50.0,4.1,63.15789399999999
1743,Dustin Jacoby,6,3,0,0,"78""",1.5,2.65,61.0,0.0,0.0,0.0,66.666664
2399,Dustin Kimura,12,3,0,0,"71""",1.33,3.82,51.0,0.93,37.0,2.2,80.0
1810,Dustin Neace,23,18,1,1,,2.08,2.66,56.0,0.0,0.0,1.7,53.488372999999996
102,Dustin Ortiz,19,7,0,0,"65""",2.91,2.24,56.0,3.01,35.0,0.1,73.07692
1805,Dustin Pague,11,10,0,0,"74""",1.65,2.96,41.0,1.03,44.0,2.6,52.38095
1516,Dustin Poirier,24,5,0,1,"72""",5.59,3.69,56.0,1.75,41.0,1.3,80.0
2234,Dylan Andrews,18,8,0,1,"73""",2.21,2.72,46.0,2.83,50.0,0.4,66.666664
628,Ed Herman,24,14,0,1,"77""",3.18,3.05,44.0,2.41,51.0,1.3,61.53846
2874,Eddie Alvarez,29,6,0,1,"69""",4.32,4.39,55.0,2.92,36.0,0.5,80.55556
2967,Eddie Gordon,8,4,0,0,"76""",2.03,2.57,60.0,1.93,83.0,0.0,66.666664
2290,Eddie Mendez,7,2,1,1,"76""",1.71,3.43,11.0,0.0,0.0,0.0,63.636364
374,Eddie Ruiz,1,1,0,0,,0.2,1.4,47.0,2.0,12.0,0.0,50.0
687,Eddie Sanchez,13,5,0,0,"74""",3.45,3.3,43.0,1.13,26.0,0.0,72.22222
1566,Eddie Wineland,23,13,1,0,"69""",3.21,3.41,70.0,0.29,33.0,0.1,62.162163
1895,Eddie Yagin,16,5,1,0,,3.13,5.77,42.0,0.0,0.0,1.0,72.72726999999999
1260,Edgar Garcia,14,5,0,0,"71""",3.16,4.23,60.0,2.21,57.0,0.6,73.68421
1571,Edson Barboza,19,6,0,0,"75""",3.64,4.0,60.0,0.49,50.0,0.1,76.0
1643,Edward Faaloloto,2,3,0,0,"70""",2.28,6.25,44.0,1.01,25.0,0.0,40.0
492,Edwin DeWees,37,15,0,1,,1.53,6.19,39.0,2.18,66.0,3.3,69.81132
1584,Edwin Figueroa,9,4,0,0,"69""",2.57,3.06,51.0,0.2,100.0,0.6,69.23076999999999
1028,Efrain Escudero,25,11,0,0,"70""",2.92,2.3,63.0,1.31,40.0,0.8,69.44444
4452,Elias Garcia,6,1,0,0,"67""",2.71,3.57,43.0,0.0,0.0,0.0,85.71429
2703,Elias Silverio,11,2,0,0,"73""",3.67,2.97,51.0,1.62,38.0,0.2,84.61539
41,Elias Theodorou,16,2,0,0,"75""",3.93,1.99,55.0,1.58,30.0,0.0,88.888885
1034,Eliot Marshall,10,4,0,0,"77""",1.93,2.39,67.0,0.47,33.0,0.9,71.42857
3294,Elizabeth Phillips,5,4,0,0,"65""",2.6,3.07,58.0,0.75,25.0,0.2,55.55555699999999
179,Elizeu Zaleski dos Santos,20,5,0,0,"73""",4.33,2.95,62.0,0.36,10.0,0.5,80.0
314,Elvis Sinosic,7,11,2,0,"77""",1.13,4.6,53.0,0.0,0.0,1.2,35.0
4208,Emil Meek,9,4,1,1,"74""",2.24,2.64,32.0,0.33,50.0,1.3,60.0
3435,Emily Peters Kagan,3,3,0,0,"66""",2.6,5.29,38.0,1.86,14.0,0.0,50.0
4440,Emily Whitmire,3,2,0,0,"63""",3.6,3.02,57.0,0.87,50.0,0.0,60.0
3847,Enrique Barzola,16,3,1,0,"70""",3.52,2.26,69.0,6.17,52.0,0.3,80.0
613,Eric Schafer,14,7,2,0,"75""",1.89,3.38,56.0,1.81,36.0,1.8,60.869564000000004
3951,Eric Shelton,12,5,0,0,"68""",2.75,1.63,65.0,3.4,51.0,0.2,70.588234
4154,Eric Spicely,10,5,0,0,"73""",2.01,3.02,58.0,1.95,20.0,1.5,66.666664
1825,Eric Wisely,19,8,1,0,,1.42,2.08,56.0,0.0,0.0,0.9,67.85714
3404,Erick Montano,8,5,0,0,"73""",2.79,2.06,64.0,2.29,36.0,0.0,61.53846
1808,Erick Silva,19,9,0,1,"74""",2.5,4.18,49.0,0.85,35.0,1.4,65.51724
3193,Ericka Almeida,7,2,0,0,"68""",1.07,3.33,43.0,0.5,33.0,0.0,77.77778
1576,Erik Koch,15,6,0,0,"71""",2.32,2.98,45.0,0.64,50.0,1.1,71.42857
1948,Erik Perez,17,6,0,0,"68""",3.16,2.09,66.0,3.16,55.0,0.2,73.91304000000001
76,Eryk Anders,11,2,0,0,"75""",2.87,3.43,45.0,2.48,42.0,0.2,84.61539
2285,Estevan Payan,14,6,0,1,"72""",4.25,3.58,57.0,0.36,100.0,0.4,66.666664
285,Eugene Jackson,15,9,1,0,,2.19,3.44,32.0,1.91,71.0,2.3,60.0
1820,Evan Dunham,18,8,1,0,"70""",5.35,3.54,61.0,1.83,33.0,1.0,66.666664
272,Evan Tanner,32,8,0,0,"74""",3.05,2.64,56.0,2.55,43.0,1.3,80.0
249,Fabiano Iha,9,5,0,0,,1.73,2.49,42.0,2.88,40.0,2.9,64.28571
493,Fabiano Scherner,8,8,0,3,,1.31,3.2,38.0,1.09,33.0,0.0,42.105263
1458,Fabio Maldonado,22,9,0,0,"75""",5.29,4.31,53.0,0.44,57.0,0.6,70.96774
152,Fabricio Werdum,23,8,1,0,"77""",3.61,2.45,56.0,1.65,30.0,1.1,71.875
375,Falaniko Vitale,29,10,0,0,,1.88,3.68,47.0,0.72,33.0,0.0,74.35897
2976,Felice Herrig,14,8,0,0,"65""",3.69,4.89,50.0,1.2,30.0,0.9,63.636364
169,Felipe Arantes,18,10,1,2,"73""",2.37,2.66,64.0,0.93,47.0,0.7,58.06451800000001
3506,Felipe Olivieri,14,5,0,1,"72""",6.68,4.6,57.0,0.0,0.0,0.0,70.0
112,Felipe Silva,8,2,0,0,"77""",5.4,1.8,59.0,1.0,100.0,0.0,80.0
3684,Fernando Bruno,16,4,0,0,"70""",1.75,1.78,48.0,2.02,22.0,0.5,80.0
761,Floyd Sword,12,3,0,0,,0.78,1.57,40.0,0.0,0.0,0.0,80.0
471,Forrest Griffin,19,7,0,0,"77""",4.38,2.81,61.0,1.05,48.0,0.7,73.07692
606,Forrest Petz,24,9,0,0,"71""",2.27,2.2,57.0,1.3,100.0,0.0,72.72726999999999
115,Francimar Barroso,19,7,0,1,"75""",2.77,3.07,59.0,2.22,24.0,0.0,70.37037
2394,Francis Carmont,23,10,0,0,"78""",2.22,1.64,59.0,1.79,36.0,0.6,69.69697
3469,Francis Ngannou,11,3,0,0,"83""",1.79,1.95,47.0,0.0,0.0,0.5,78.57143
2171,Francisco Rivera,11,7,0,1,"68""",4.07,3.16,68.0,1.01,63.0,0.6,57.894737
2605,Francisco Trevino,12,2,0,0,"70""",2.65,2.42,64.0,0.97,22.0,0.0,85.71429
173,Francisco Trinaldo,23,6,0,0,"70""",3.27,2.47,60.0,1.17,45.0,0.5,79.31035
4109,Frank Camacho,21,7,0,0,"73""",6.23,7.82,52.0,1.46,45.0,0.0,75.0
405,Frank Mir,18,11,0,0,"79""",2.18,3.84,38.0,2.02,40.0,2.0,62.068966
244,Frank Shamrock,22,11,2,0,,4.75,4.66,57.0,0.35,50.0,1.1,62.85714300000001
394,Frank Trigg,21,9,0,0,"71""",2.79,1.9,56.0,2.35,47.0,0.8,70.0
692,Frankie Edgar,22,6,1,0,"68""",3.59,2.22,70.0,2.47,33.0,0.4,75.86206999999999
3318,Frankie Saenz,13,5,0,0,"66""",3.99,3.09,54.0,1.8,32.0,0.1,72.22222
1500,Fredson Paixao,10,4,0,1,"66""",1.71,2.31,62.0,0.62,11.0,2.2,66.666664
3422,Fredy Serrano,3,2,0,0,"65""",1.58,1.89,61.0,2.84,25.0,0.0,60.0
1424,Gabe Ruediger,17,7,0,0,,1.7,5.16,41.0,2.04,11.0,0.0,70.833336
3217,Gabriel Benitez,21,7,0,0,"71""",4.23,2.6,73.0,0.23,100.0,1.6,75.0
722,Gabriel Gonzaga,17,11,0,0,"76""",2.12,2.94,57.0,2.8,39.0,1.1,60.714287
4065,Gadzhimurad Antigulov,20,5,0,0,"70""",1.78,5.45,21.0,9.51,50.0,3.8,80.0
67,Galore Bofando,5,3,0,0,"72""",3.63,3.63,54.0,2.37,100.0,0.0,62.5
260,Gan McGee,13,5,0,0,,2.2,2.31,59.0,0.65,25.0,0.0,72.22222
2533,Garett Whiteley,8,3,0,0,"72""",3.72,4.04,46.0,0.0,0.0,0.9,72.72726999999999
3119,Garreth McLellan,13,6,0,0,"72""",3.56,2.94,45.0,1.15,22.0,0.9,68.42105
211,Gary Goodridge,23,22,1,0,,1.84,2.14,48.0,0.4,100.0,0.8,50.0
2556,Gasan Umalatov,15,5,1,0,"71""",2.23,4.1,59.0,0.75,17.0,0.0,71.42857
3975,Gavin Tucker,10,1,0,0,"66""",2.6,5.07,53.0,0.5,20.0,0.5,90.90909
3314,Geane Herrera,9,3,0,0,"66""",1.51,5.07,52.0,0.83,37.0,0.6,75.0
23,Gegard Mousasi,42,6,2,0,"76""",3.75,1.21,68.0,1.59,60.0,1.1,84.0
312,Genki Sudo,15,4,2,0,,1.55,2.23,33.0,3.58,60.0,4.2,71.42857
1036,George Roop,15,13,1,0,"72""",3.43,2.47,60.0,1.05,57.0,0.1,51.724136
832,George Sotiropoulos,14,6,0,0,"71""",2.61,2.52,67.0,2.32,31.0,1.6,70.0
2857,George Sullivan,17,7,0,1,"73""",3.53,2.42,57.0,1.37,20.0,0.7,68.0
182,Georges St-Pierre,26,2,0,0,"76""",3.78,1.4,72.0,4.16,74.0,1.1,92.85714
1280,Gerald Harris,19,4,0,0,"77""",1.41,1.58,62.0,2.96,54.0,0.0,82.608696
3889,Gerald Meerschaert,28,9,0,0,"77""",3.96,3.59,52.0,3.0,42.0,2.0,75.675674
391,Gerald Strebendt,9,7,0,0,,0.0,4.0,38.0,0.0,0.0,16.4,56.25
2445,Germaine de Randamie,8,3,0,0,"71""",3.13,2.16,67.0,0.0,0.0,0.2,72.72726999999999
2256,Gian Villante,17,10,0,0,"76""",4.25,5.31,56.0,0.53,23.0,0.0,62.962963
481,Gideon Ray,17,14,1,0,,2.08,2.58,53.0,1.49,100.0,0.0,53.125
283,Gil Castillo,8,5,0,0,,0.6,2.22,44.0,3.33,45.0,0.0,61.53846
139,Gilbert Burns,13,3,0,0,"71""",2.75,3.57,57.0,2.23,36.0,0.9,81.25
123,Gilbert Melendez,22,7,0,0,"73""",3.51,2.35,64.0,1.7,42.0,0.2,75.86206999999999
2231,Gilbert Smith,5,2,0,0,"75""",1.09,2.73,35.0,3.51,60.0,1.2,71.42857
1469,Gilbert Yvel,36,16,1,1,"77""",1.05,1.78,50.0,0.0,0.0,1.0,66.666664
4160,Gillian Robertson,5,3,0,0,"63""",2.11,2.11,62.0,4.23,50.0,2.1,62.5
4376,Gina Mazany,5,2,0,0,"68""",2.43,2.21,50.0,3.36,77.0,0.0,71.42857
3298,Glaico Franca,14,5,0,0,"77""",2.35,3.46,47.0,2.68,42.0,0.3,73.68421
656,Gleison Tibau,40,14,0,0,"71""",1.95,2.51,63.0,4.08,53.0,0.8,74.07406999999999
1937,Glover Teixeira,27,7,0,0,"76""",3.5,3.57,56.0,2.16,46.0,0.8,79.411766
82,Godofredo Pepey,14,6,0,0,"73""",2.32,3.23,47.0,0.37,7.0,1.5,70.0
143,Gokhan Saki,1,2,0,0,"73""",7.09,4.57,53.0,0.0,0.0,0.0,33.333332
1473,Goran Reljic,9,3,0,0,"81""",1.69,2.69,59.0,1.69,50.0,1.1,75.0
47,Gray Maynard,14,8,1,1,"70""",1.92,2.64,66.0,2.91,47.0,0.7,58.33333199999999
1322,Greg Soto,8,2,0,0,"73""",3.21,2.61,52.0,1.49,27.0,1.0,80.0
3811,Gregor Gillespie,12,0,0,0,"71""",3.19,2.28,56.0,7.01,47.0,1.2,100.0
3308,Guido Cannetti,8,5,0,0,"68""",2.8,1.95,51.0,2.8,50.0,0.3,61.53846
2053,Gunnar Nelson,16,3,1,0,"72""",2.01,3.7,51.0,1.64,62.0,1.1,80.0
217,Guy Mezger,30,14,2,0,,2.3,1.36,72.0,0.39,50.0,0.0,65.21739000000001
2744,Hacran Dias,23,6,1,0,"69""",2.08,3.31,55.0,2.5,39.0,0.5,76.666664
4305,Hakeem Dawodu,8,1,1,0,"73""",4.98,1.6,65.0,0.0,0.0,0.0,80.0
2155,Hatsu Hioki,27,9,2,0,"70""",2.42,2.12,65.0,2.55,56.0,0.6,71.052635
3468,Hayder Hassan,6,3,0,0,"70""",2.11,3.16,48.0,0.0,0.0,0.0,66.666664
2977,Heather Jo Clark,7,6,0,0,"64""",3.69,5.62,50.0,0.33,4.0,0.3,53.846153
9,Hector Aldana,4,3,0,0,"72""",4.36,5.21,62.0,1.21,100.0,0.0,57.14285699999999
2599,Hector Lombard,34,10,1,2,"71""",3.02,3.35,53.0,1.69,48.0,0.5,72.34042
752,Hector Ramirez,9,4,1,0,,2.27,4.6,56.0,2.3,55.0,0.5,64.28571
3732,Hector Sandoval,14,4,0,0,"64""",3.31,2.33,65.0,3.49,25.0,1.4,77.77778
3651,Henrique da Silva,14,5,0,0,"76""",3.89,5.28,40.0,0.25,14.0,0.2,73.68421
2947,Henry Briones,19,8,1,0,"69""",3.47,4.68,53.0,0.0,0.0,0.6,67.85714
121,Henry Cejudo,13,2,0,0,"64""",3.42,2.6,67.0,2.31,35.0,0.1,86.666664
1845,Henry Martinez,9,3,0,0,"68""",2.79,4.01,60.0,0.0,0.0,0.0,75.0
368,Hermes Franca,22,12,0,1,"71""",1.78,2.85,55.0,1.53,36.0,2.4,62.85714300000001
2648,Hernani Perpetuo,17,5,0,1,"74""",2.73,4.37,55.0,0.0,0.0,0.5,73.91304000000001
3072,Holly Holm,12,4,0,0,"69""",2.82,2.8,57.0,0.56,31.0,0.1,75.0
345,Homer Moore,25,9,2,0,,0.68,0.68,0.0,5.07,66.0,0.0,69.44444
3405,Horacio Gutierrez,3,3,0,0,"69""",0.86,2.91,46.0,0.0,0.0,0.0,50.0
735,Houston Alexander,13,8,1,2,"72""",3.06,3.2,52.0,1.19,57.0,0.0,54.16666800000001
4150,Hu Yaozong,3,1,0,0,"72""",1.06,2.65,42.0,0.0,0.0,2.0,75.0
1980,Hugo Viana,8,4,0,0,"67""",3.05,3.2,57.0,0.22,6.0,0.0,66.666664
8,Humberto Bandenay,14,6,0,1,,2.3,5.22,39.0,1.87,66.0,0.9,66.666664
2946,Humberto Brown,4,5,0,0,"71""",1.71,2.19,62.0,1.43,25.0,0.0,44.444443
2375,Hyun Gyu Lim,13,7,1,0,"77""",4.45,5.07,51.0,0.23,100.0,0.2,61.904762
2739,Ian Entwistle,9,3,0,0,"64""",0.11,7.36,31.0,0.0,0.0,12.1,75.0
310,Ian Freeman,19,7,1,0,,2.54,3.11,44.0,1.44,40.0,0.7,70.37037
1497,Ian Loveland,14,9,0,0,,2.71,2.36,64.0,1.0,37.0,0.3,60.869564000000004
1949,Ian McCall,13,5,1,0,"64""",3.59,3.25,67.0,2.08,30.0,0.0,68.42105
544,Icho Larenas,5,4,0,0,,0.17,2.5,28.0,0.0,0.0,0.0,55.55555699999999
2595,Igor Araujo,25,8,0,1,"77""",1.52,2.86,49.0,0.86,15.0,0.6,73.52941
1404,Igor Pokrajac,28,13,0,1,"76""",2.25,4.26,40.0,0.87,29.0,0.2,66.666664
2148,Ildemar Alcantara,21,8,0,0,"78""",1.93,2.63,50.0,2.0,68.0,0.9,72.413795
2269,Iliarde Santos,27,9,1,1,"66""",3.0,6.1,57.0,1.66,23.0,0.0,71.052635
122,Ilir Latifi,15,5,0,1,"73""",2.37,2.65,52.0,2.33,37.0,0.7,71.42857
3659,Ion Cutelaba,14,3,0,1,"75""",4.62,3.16,48.0,1.95,66.0,0.0,77.77778
