,fighter2,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,reach_fighter2,SLpM_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,Sub_Avg_fighter2,win%_fighter2
241,Kevin Randleman,17,16,0,0,,1.26,1.12,57.0,2.0,56.0,0.8,51.515152
2386,Kevin Souza,19,4,0,0,"74""",4.65,2.91,58.0,0.0,0.0,0.0,82.608696
1832,Khabib Nurmagomedov,27,0,0,0,"70""",4.29,1.7,66.0,5.09,44.0,0.6,100.0
4462,Khalid Taha,12,2,0,0,"69""",2.13,3.0,34.0,0.0,0.0,0.0,85.71429
2,Khalil Rountree Jr.,8,2,0,2,"76""",2.3,3.29,38.0,0.0,0.0,0.3,66.666664
2515,Kiichi Kunimoto,18,7,2,1,"71""",1.87,3.92,41.0,1.59,20.0,0.3,64.28571
224,Kimo Leopoldo,10,7,1,0,,0.76,2.12,30.0,4.55,100.0,2.3,55.55555699999999
475,Koji Oishi,21,8,8,0,,1.43,17.86,43.0,0.0,0.0,0.0,56.756756
3038,Konstantin Erokhin,9,3,0,0,"73""",1.07,1.83,47.0,0.0,0.0,0.0,75.0
1479,Kris McCray,6,3,0,0,"76""",2.69,2.57,54.0,2.88,55.0,0.0,66.666664
588,Kristian Rothaermel,4,3,0,0,,0.75,2.49,41.0,0.0,0.0,0.0,57.14285699999999
15,Krzysztof Jotko,19,4,0,0,"77""",2.86,1.89,59.0,1.12,37.0,0.1,82.608696
1111,Krzysztof Soszynski,26,12,1,0,"77""",3.37,3.13,58.0,0.52,25.0,1.0,66.666664
710,Kuniyoshi Hironaka,19,8,0,0,"70""",1.98,3.01,54.0,1.91,30.0,0.6,70.37037
2260,Kurt Holobaugh,17,6,0,1,"73""",5.12,4.24,49.0,0.64,40.0,1.0,70.833336
642,Kurt Pellegrino,16,6,0,0,"70""",2.45,1.94,63.0,2.9,54.0,0.8,72.72726999999999
4110,Kwan Ho Kwak,9,2,0,0,"70""",3.29,3.45,47.0,0.78,100.0,0.0,81.818184
79,Kyle Bochniak,8,3,0,0,"70""",2.56,4.31,60.0,1.0,20.0,0.0,72.72726999999999
870,Kyle Bradley,15,8,0,1,"71""",1.99,3.45,58.0,0.65,50.0,0.0,62.5
1219,Kyle Kingsbury,11,6,0,1,"76""",2.97,3.81,51.0,2.64,41.0,0.0,61.11111
1477,Kyle Noke,22,10,1,0,"76""",3.23,2.09,64.0,1.53,54.0,0.8,66.666664
1498,Kyle Watson,13,7,1,0,,3.67,3.25,62.0,0.0,0.0,0.0,61.904762
28,Kyoji Horiguchi,18,2,0,0,"66""",3.6,2.45,62.0,2.0,44.0,0.0,90.0
2516,Kyung Ho Kang,14,8,0,1,"72""",2.39,1.97,58.0,2.29,66.0,1.3,60.869564000000004
1954,Lance Benoist,7,2,0,0,"73""",3.68,2.7,56.0,1.5,33.0,0.0,77.77778
3904,Lando Vannata,9,3,2,0,"71""",5.03,5.52,54.0,1.52,41.0,0.4,64.28571
2855,Larissa Pacheco,10,2,0,0,"69""",1.21,4.14,55.0,0.0,0.0,0.0,83.333336
9,Laureano Staropoli,8,1,0,0,,6.47,4.6,59.0,0.0,0.0,0.0,88.888885
2810,Lauren Murphy,10,4,0,0,"67""",3.73,3.81,60.0,1.0,30.0,0.0,71.42857
1931,Lavar Johnson,17,7,0,0,"82""",5.39,2.54,55.0,0.61,66.0,0.6,70.833336
3003,Leandro Issa,13,6,0,0,"69""",2.08,3.17,58.0,2.38,22.0,1.2,68.42105
2858,Leandro Silva,19,4,1,1,"72""",2.39,2.08,63.0,1.76,37.0,0.4,76.0
406,Lee Murray,8,2,1,1,,0.36,3.28,32.0,0.9,100.0,1.8,66.666664
312,Leigh Remedios,17,9,2,0,,0.75,1.36,68.0,0.0,0.0,0.0,60.714287
3420,Leo Kuntz,17,3,1,0,"74""",1.68,3.8,45.0,1.99,25.0,0.7,80.95238
110,Leon Edwards,16,3,0,0,"74""",2.38,1.99,55.0,1.26,29.0,0.5,84.210526
715,Leonard Garcia,19,11,1,0,"69""",2.77,4.79,52.0,0.3,26.0,0.5,61.290319999999994
3527,Leonardo Augusto Leleco,11,3,0,1,"73""",2.35,2.99,44.0,0.0,0.0,1.0,73.333336
2943,Leonardo Morales,5,2,0,0,"68""",2.05,2.05,58.0,0.0,0.0,0.0,71.42857
2287,Leonardo Santos,16,4,1,0,"75""",2.3,2.64,61.0,1.14,25.0,0.5,76.190475
2632,Leslie Smith,10,7,1,0,"66""",7.56,8.41,51.0,0.0,0.0,0.0,55.55555699999999
3166,Levan Makashvili,10,2,1,0,"68""",2.87,2.07,61.0,3.67,42.0,0.0,76.92308
3169,Li Jingliang,15,5,0,0,"71""",4.84,3.31,60.0,1.15,32.0,0.0,75.0
168,Lina Lansberg,8,4,0,0,"65""",3.63,5.31,46.0,0.5,22.0,0.2,66.666664
2976,Lisa Ellis,15,10,0,0,"62""",1.68,2.32,57.0,4.19,63.0,0.6,60.0
4466,Liu Pingyuan,12,5,0,0,"72""",2.13,1.6,51.0,1.0,100.0,2.0,70.588234
2640,Liz Carmouche,11,6,0,0,"66""",3.3,2.68,60.0,2.95,52.0,0.2,64.70588000000001
457,Lodune Sincaid,15,9,0,0,,2.45,6.7,49.0,0.0,0.0,0.0,62.5
2663,Lorenz Larkin,18,5,0,1,"72""",3.53,2.74,63.0,0.27,42.0,0.1,75.0
1801,Louis Gaudinot,6,4,0,1,"63""",2.34,6.42,48.0,0.57,40.0,1.1,54.54545600000001
2532,Louis Smolka,14,5,0,0,"68""",3.88,3.39,52.0,1.6,34.0,2.2,73.68421
3808,Luan Chagas,15,3,1,0,"75""",4.16,3.19,62.0,0.32,12.0,0.3,78.947365
2273,Lucas Martins,16,3,0,0,"72""",2.87,4.14,60.0,0.0,0.0,0.5,84.210526
4516,Lucie Pudilova,8,3,0,0,"67""",5.53,5.03,53.0,0.0,0.0,0.5,72.72726999999999
1259,Lucio Linhares,15,7,0,0,,0.99,3.47,34.0,1.86,50.0,1.9,68.181816
578,Luigi Fioravanti,22,11,0,0,"70""",2.23,2.21,69.0,3.76,63.0,0.9,66.666664
21,Luis Henrique,10,5,0,1,"74""",1.81,2.22,47.0,3.09,36.0,1.0,62.5
4425,Luis Pena,5,1,0,0,"76""",1.67,3.13,46.0,1.62,20.0,0.8,83.333336
926,Luiz Cane,12,5,0,1,"77""",4.79,5.0,60.0,0.56,28.0,0.3,66.666664
3675,Lukasz Sajewski,13,3,0,0,"71""",2.06,3.88,57.0,1.01,25.0,0.0,81.25
2233,Luke Barnatt,8,3,0,0,"77""",4.43,3.87,59.0,0.63,42.0,0.4,72.72726999999999
827,Luke Caudillo,17,16,0,0,,1.97,5.07,55.0,0.44,20.0,0.0,51.515152
507,Luke Cummo,6,6,0,0,"74""",1.74,1.5,59.0,0.89,55.0,1.4,50.0
4097,Luke Jumeau,13,4,0,0,"72""",3.38,3.51,54.0,0.33,100.0,0.0,76.47059
130,Luke Rockhold,16,4,0,0,"77""",4.29,2.32,58.0,0.71,40.0,1.2,80.0
3489,Luke Sanders,12,3,0,0,"67""",5.92,3.6,55.0,0.44,33.0,0.4,80.0
2647,Luke Zachrich,14,4,0,0,"74""",4.56,4.46,62.0,0.74,33.0,0.0,77.77778
4576,Lyman Good,20,4,0,1,"74""",5.73,4.57,66.0,0.6,100.0,0.0,80.0
693,Lyoto Machida,24,8,0,0,"74""",2.59,1.57,61.0,1.21,65.0,0.4,75.0
979,Mac Danzig,22,12,1,0,"70""",3.39,3.44,57.0,1.2,37.0,0.6,62.85714300000001
1582,Mackens Semerzier,8,4,0,1,"72""",2.91,3.48,46.0,2.14,50.0,2.1,61.53846
4292,Mackenzie Dern,7,0,0,0,"63""",4.87,3.32,65.0,0.86,16.0,1.7,100.0
113,Mads Burnell,9,3,0,0,"69""",1.28,2.71,51.0,3.45,47.0,0.4,75.0
2379,Magnus Cedenblad,14,5,0,0,"79""",2.38,3.02,40.0,2.87,64.0,1.0,73.68421
4306,Magomed Ankalaev,10,1,0,0,"75""",3.92,1.16,70.0,0.0,0.0,0.0,90.90909
157,Magomed Bibulatov,14,1,0,0,"65""",3.37,1.08,60.0,1.8,28.0,0.0,93.333336
29,Magomed Mustafaev,13,2,0,0,"71""",2.83,2.93,36.0,0.0,0.0,0.8,86.666664
1482,Maiquel Falcao,28,4,0,1,,1.67,0.53,86.0,1.0,100.0,3.0,84.84849
112,Mairbek Taisumov,27,5,0,0,"73""",2.88,2.02,63.0,1.66,77.0,0.0,84.375
3034,Makwan Amirkhani,14,3,0,0,"72""",1.75,1.6,59.0,3.84,48.0,1.6,82.35294
4464,Manny Bermudez,13,0,0,0,"71""",1.76,2.7,61.0,1.76,20.0,8.8,100.0
2114,Manuel Rodriguez,10,4,0,0,"68""",0.81,3.23,38.0,9.09,75.0,0.0,71.42857
20,Manvel Gamburyan,18,11,0,1,"67""",2.13,2.83,55.0,3.26,34.0,0.7,60.0
4234,Mara Romero Borella,12,5,0,1,"69""",4.58,3.8,73.0,1.68,50.0,0.8,66.666664
4200,Marc Diakiese,12,3,0,0,"73""",2.6,2.9,54.0,2.05,31.0,0.0,80.0
181,Marcelo Golm,6,2,0,0,"75""",4.26,3.92,47.0,0.47,50.0,0.5,75.0
2003,Marcelo Guimaraes,9,2,1,0,"73""",4.67,4.41,62.0,1.99,13.0,0.0,75.0
3836,Marcin Held,23,7,0,0,"71""",1.41,2.02,47.0,2.46,46.0,1.3,76.666664
4526,Marcin Prachnio,13,4,0,0,"74""",2.39,2.92,52.0,0.0,0.0,0.0,76.47059
3572,Marcin Tybura,17,4,0,0,"78""",3.6,2.99,52.0,1.61,61.0,0.1,80.95238
3441,Marcin Wrzosek,10,4,0,0,,3.47,4.07,43.0,3.0,25.0,0.0,71.42857
2699,Marcio Alexandre Junior,17,4,0,0,"75""",1.61,2.89,42.0,0.35,20.0,0.7,80.95238
504,Marcio Cruz,7,3,0,0,,2.92,1.51,68.0,0.53,7.0,1.6,70.0
3842,Marco Beltran,8,7,0,0,"69""",2.07,1.93,63.0,0.7,50.0,0.2,53.33333199999999
2707,Marcos Rogerio de Lima,16,6,1,0,"75""",3.57,2.99,53.0,0.9,60.0,0.9,69.565216
1982,Marcos Vinicius,20,6,1,0,"70""",1.93,2.91,47.0,0.0,0.0,0.5,74.07406999999999
783,Marcus Aurelio,21,10,0,0,"74""",1.42,2.27,59.0,1.69,27.0,1.3,67.741936
1802,Marcus Brimage,7,5,0,0,"71""",3.97,3.64,56.0,0.56,100.0,0.0,58.33333199999999
663,Marcus Davis,20,9,0,1,"70""",2.72,2.79,65.0,1.6,48.0,1.4,66.666664
1922,Marcus LeVesseur,22,7,0,0,"70""",2.55,3.7,37.0,3.89,36.0,0.6,75.86206999999999
1421,Mario Miranda,12,3,0,0,"74""",1.96,2.46,36.0,1.02,60.0,0.0,80.0
109,Marion Reneau,9,4,1,0,"68""",3.41,2.45,67.0,0.26,100.0,1.2,64.28571
774,Mark Bocek,12,5,0,0,"75""",2.34,2.32,60.0,3.65,36.0,1.3,70.588234
210,Mark Coleman,16,10,0,0,"75""",1.88,2.62,40.0,3.89,40.0,0.8,61.53846
4205,Mark De La Rosa,11,1,0,0,"65""",3.24,3.0,57.0,1.05,20.0,0.5,91.666664
2705,Mark Eddiva,6,3,0,0,"68""",3.37,2.98,54.0,1.45,22.0,0.0,66.666664
3992,Mark Godbeer,13,4,0,0,"77""",3.97,3.3,54.0,0.0,0.0,0.0,76.47059
1382,Mark Holst,9,3,0,0,,0.25,1.67,47.0,0.76,100.0,2.3,75.0
584,Mark Hominick,20,12,0,0,"68""",4.08,4.18,69.0,0.25,66.0,0.9,62.5
1449,Mark Hunt,13,13,1,1,"72""",2.89,2.84,51.0,0.53,55.0,0.2,46.42857
219,Mark Kerr,15,11,0,1,,0.28,0.89,28.0,2.92,77.0,0.4,55.55555699999999
1338,Mark Munoz,14,6,0,0,"72""",3.12,2.26,57.0,3.17,29.0,0.6,70.0
1476,Mark Scanlon,7,2,0,0,,2.2,3.33,48.0,3.0,75.0,2.0,77.77778
4500,Markus Perez,10,2,0,0,"73""",2.55,4.5,49.0,1.31,42.0,1.3,83.333336
4380,Marlon Moraes,21,5,1,0,"67""",3.25,2.81,64.0,0.47,25.0,0.5,77.77778
80,Marlon Vera,12,5,1,0,"70""",3.23,3.93,52.0,0.78,37.0,1.3,66.666664
4421,Martin Bravo,12,2,0,0,"71""",6.04,5.19,50.0,2.01,33.0,0.0,85.71429
650,Martin Kampmann,20,7,0,0,"72""",3.22,3.28,62.0,1.86,41.0,2.0,74.07406999999999
3544,Martin Svensson,14,6,0,0,"72""",2.02,5.91,38.0,0.0,0.0,0.0,70.0
441,Marvin Eastman,17,14,1,0,"73""",2.21,3.92,42.0,1.38,33.0,0.0,53.125
3757,Marvin Vettori,12,4,1,0,"74""",3.41,2.96,64.0,1.63,43.0,0.9,70.588234
3117,Maryna Moroz,8,3,0,0,"67""",3.15,3.79,55.0,0.2,20.0,0.6,72.72726999999999
2867,Masanori Kanehara,25,13,5,0,"67""",1.88,1.63,62.0,1.44,50.0,0.9,58.139534
3080,Masio Fullen,10,6,0,0,"70""",2.46,3.5,54.0,0.47,33.0,0.0,62.5
3387,Matheus Nicolau,13,3,1,0,"66""",3.83,2.43,70.0,1.9,66.0,1.6,76.47059
2593,Mats Nilsson,11,4,1,0,"74""",2.99,5.62,63.0,3.87,83.0,2.3,68.75
835,Matt Arroyo,3,3,0,0,"72""",1.62,2.01,58.0,2.12,36.0,5.3,50.0
4428,Matt Bessette,22,9,0,1,"70""",4.36,4.45,58.0,0.64,28.0,0.3,68.75
194,Matt Brown,23,16,0,0,"75""",3.78,2.64,56.0,1.57,46.0,1.6,58.974357999999995
3067,Matt Dwyer,8,4,0,0,"76""",2.57,3.24,54.0,0.44,10.0,0.0,66.666664
4211,Matt Frevola,6,1,1,0,"71""",3.87,4.2,57.0,2.45,40.0,1.8,75.0
1642,Matt Grice,15,5,0,0,"70""",4.09,2.69,56.0,2.19,37.0,0.5,75.0
629,Matt Hamill,12,5,0,0,"76""",3.69,3.8,61.0,3.0,34.0,0.0,70.588234
1006,Matt Horwich,26,19,1,0,,1.11,2.16,38.0,0.33,9.0,2.7,56.52174
270,Matt Hughes,45,9,0,0,"73""",2.14,1.36,53.0,2.95,50.0,1.2,83.333336
321,Matt Lindland,22,9,0,0,"74""",2.62,1.56,52.0,3.01,48.0,1.3,70.96774
1762,Matt Lucas,14,2,0,0,,1.27,3.93,40.0,1.0,10.0,0.0,87.5
1245,Matt Mitrione,9,5,0,0,"79""",3.55,2.79,64.0,0.0,0.0,0.7,64.28571
4488,Matt Sayles,7,2,0,0,"68""",6.55,4.48,58.0,0.0,0.0,0.0,77.77778
156,Matt Schnell,12,4,0,0,"70""",3.64,3.67,63.0,0.39,25.0,0.8,75.0
282,Matt Serra,11,7,0,0,"68""",1.98,2.64,46.0,2.05,20.0,0.9,61.11111
2762,Matt Van Buren,7,4,0,0,"76""",7.73,6.82,49.0,0.0,0.0,0.0,63.636364
1073,Matt Veach,15,4,0,0,,1.12,4.91,44.0,3.64,38.0,1.5,78.947365
569,Matt Wiman,16,7,0,0,"68""",3.51,3.24,54.0,2.41,38.0,1.8,69.565216
197,Matthew Lopez,10,3,0,0,"69""",2.71,3.35,56.0,3.13,57.0,1.4,76.92308
1173,Matthew Riddle,7,3,0,2,"74""",3.01,2.74,54.0,3.51,50.0,0.5,58.33333199999999
240,Maurice Smith,12,13,0,0,,0.41,0.47,60.0,0.89,50.0,0.9,48.0
1110,Mauricio Rua,25,11,0,0,"76""",3.75,2.64,55.0,2.16,48.0,0.9,69.44444
179,Max Griffin,14,5,0,0,"76""",3.45,3.37,54.0,0.26,25.0,0.3,73.68421
1942,Max Holloway,19,3,0,0,"69""",6.2,3.9,65.0,0.28,80.0,0.5,86.36364
2566,Maximo Blanco,12,8,1,1,"71""",4.11,3.19,66.0,1.85,36.0,0.3,54.54545600000001
3488,Mehdi Baghdad,11,4,0,0,"75""",3.13,4.56,46.0,0.0,0.0,0.0,73.333336
510,Melvin Guillard,48,15,3,2,"68""",2.96,1.85,66.0,1.3,63.0,0.2,70.588234
4183,Merab Dvalishvili,8,4,0,0,"68""",3.78,2.22,58.0,7.33,41.0,0.0,66.666664
182,Michael Bisping,31,9,0,0,"75""",4.33,2.71,65.0,1.05,43.0,0.3,77.5
1940,Michael Chiesa,14,4,0,0,"75""",2.17,2.45,50.0,2.87,39.0,1.4,77.77778
3589,Michael Graves,6,0,1,0,"71""",1.25,1.47,58.0,4.8,52.0,0.4,85.71429
1643,Michael Johnson,20,13,0,0,"73""",4.31,3.96,58.0,0.59,45.0,0.1,60.60606
1846,Michael Kuiper,12,3,0,0,"73""",3.28,3.62,54.0,2.3,55.0,0.0,80.0
3785,Michael McBride,8,3,0,0,"75""",4.08,5.85,40.0,1.85,42.0,1.2,72.72726999999999
1584,Michael McDonald,17,4,0,0,"70""",2.69,2.76,57.0,1.09,66.0,1.4,80.95238
4419,Michael Trizano,9,0,0,0,"73""",3.1,1.73,67.0,0.5,50.0,1.0,100.0
6,Michel Prazeres,26,2,0,0,"67""",2.59,2.32,60.0,4.22,38.0,0.7,92.85714
4123,Michel Quinones,8,3,0,0,"73""",2.91,5.98,48.0,0.0,0.0,0.0,72.72726999999999
3253,Michelle Waterson,16,6,0,0,"62""",3.49,2.94,51.0,2.23,68.0,1.4,72.72726999999999
810,Michihiro Omigawa,13,13,1,0,"68""",2.01,3.06,64.0,1.19,36.0,1.5,48.148148
2870,Michinori Tanaka,11,3,0,0,"67""",1.97,1.99,50.0,2.4,38.0,0.2,78.57143
3120,Mickael Lebout,14,5,1,1,"73""",2.6,2.98,54.0,0.0,0.0,0.0,66.666664
4501,Mickey Gall,5,1,0,0,"74""",1.47,2.21,43.0,2.33,66.0,5.2,83.333336
3044,Miesha Tate,18,7,0,0,"65""",1.93,2.71,50.0,2.06,31.0,1.6,72.0
1772,Miguel Torres,39,5,0,0,"76""",3.98,1.86,74.0,0.0,0.0,1.6,88.63636
417,Mike Brown,26,9,0,0,"70""",2.98,2.45,60.0,3.23,40.0,0.6,74.28571
1085,Mike Ciesnolevicz,19,4,0,1,,0.51,4.62,57.0,0.0,0.0,5.1,79.166664
2102,Mike Easton,13,5,0,0,"70""",3.51,4.28,61.0,0.75,22.0,0.0,72.22222
1278,Mike Guymon,12,5,1,0,"74""",2.75,0.79,66.0,1.87,37.0,1.2,66.666664
3517,Mike Jackson,1,1,0,0,,4.25,1.33,75.0,0.95,100.0,0.0,50.0
430,Mike Kyle,19,9,1,2,"77""",4.5,2.76,54.0,1.55,62.0,0.9,61.290319999999994
1700,Mike Lullo,8,3,0,0,,2.48,4.84,40.0,1.18,11.0,0.6,72.72726999999999
1405,Mike Massenzio,13,6,0,0,"73""",2.08,3.59,54.0,2.74,24.0,1.4,68.42105
771,Mike Nickels,9,5,0,0,,4.44,1.11,64.0,11.11,80.0,2.8,64.28571
131,Mike Perry,12,4,0,0,"71""",4.02,4.44,57.0,0.83,55.0,0.0,75.0
1253,Mike Pierce,17,7,0,0,"70""",2.62,2.36,62.0,3.08,42.0,0.2,70.833336
1192,Mike Pyle,27,14,1,0,"74""",2.74,2.84,60.0,1.8,35.0,1.5,64.28571
2118,Mike Ricci,9,4,0,0,"77""",1.8,1.64,65.0,0.67,100.0,0.0,69.23076999999999
1581,Mike Russow,15,3,0,1,"73""",1.55,2.9,59.0,4.66,43.0,0.7,78.947365
116,Mike Santiago,21,12,0,0,"69""",3.44,3.58,36.0,2.66,50.0,1.1,63.636364
1699,Mike Stumpf,11,4,0,0,"71""",3.34,8.85,47.0,1.59,25.0,0.8,73.333336
481,Mike Swick,15,6,0,0,"77""",2.36,2.29,54.0,1.06,50.0,0.6,71.42857
1044,Mike Wessel,10,4,0,0,,1.82,6.43,22.0,6.29,50.0,0.0,71.42857
3419,Mike de la Torre,14,7,0,1,"71""",3.21,4.75,51.0,0.36,16.0,0.0,63.636364
485,Mike van Arsdale,8,5,0,0,,1.52,1.91,41.0,1.06,14.0,0.0,61.53846
33,Milana Dudieva,11,5,0,0,"61""",0.87,3.43,58.0,2.34,45.0,0.0,68.75
2144,Milton Vieira,13,8,2,0,"72""",1.13,2.36,48.0,2.67,53.0,0.7,56.52174
865,Minotauro Nogueira,34,10,1,1,"77""",1.95,2.4,55.0,1.3,29.0,2.4,73.91304000000001
687,Mirko Cro Cop,31,11,2,1,"73""",2.11,1.89,63.0,0.19,40.0,0.3,68.888885
2650,Mirsad Bektic,13,1,0,0,"70""",2.92,1.42,62.0,3.59,53.0,0.4,92.85714
3659,Misha Cirkunov,14,4,0,0,"77""",4.5,2.51,65.0,4.53,58.0,2.3,77.77778
2013,Mitch Clarke,11,5,0,0,"73""",2.35,3.27,47.0,0.64,15.0,0.4,68.75
2011,Mitch Gagnon,12,4,0,0,"65""",3.18,2.13,63.0,1.43,26.0,1.9,75.0
748,Mizuto Hirota,19,9,2,0,"67""",3.66,3.7,53.0,1.55,50.0,0.0,63.33333199999999
4424,Montana De La Rosa,9,4,0,0,"68""",3.79,3.06,55.0,0.0,0.0,1.8,69.23076999999999
4486,Montel Jackson,6,1,0,0,"75""",3.52,1.69,60.0,2.75,100.0,0.0,85.71429
1133,Mostapha Al-Turk,6,6,0,0,"77""",1.36,3.61,53.0,0.0,0.0,0.0,50.0
2082,Motonobu Tezuka,19,6,4,0,"66""",0.87,2.8,51.0,1.5,11.0,0.5,65.51724
289,Murilo Bustamante,14,8,1,0,,1.33,1.9,60.0,2.46,33.0,1.2,60.869564000000004
4142,Muslim Salikhov,14,2,0,0,"70""",1.99,1.42,63.0,0.0,0.0,0.0,87.5
2136,Myles Jury,17,3,0,0,"73""",2.61,1.48,71.0,2.5,55.0,0.3,85.0
4136,Nadia Kassem,5,0,0,0,"66""",3.47,3.0,35.0,0.0,0.0,6.0,100.0
2194,Nah-Shon Burrell,9,3,0,1,"73""",4.83,3.45,56.0,0.0,0.0,0.3,69.23076999999999
1664,Nam Phan,18,14,0,0,"70""",4.52,6.55,59.0,0.18,18.0,0.2,56.25
2403,Nandor Guelmino,11,5,1,0,"76""",3.62,3.16,33.0,0.0,0.0,0.0,64.70588000000001
4111,Naoki Inoue,11,1,0,0,"71""",3.67,3.37,60.0,0.0,0.0,2.5,91.666664
2785,Naoyuki Kotani,33,13,7,0,"66""",1.02,2.89,50.0,0.83,16.0,0.8,62.264153
163,Nasrat Haqparast,10,2,0,0,"72""",5.42,3.27,75.0,0.33,25.0,0.0,83.333336
795,Nate Diaz,20,11,0,0,"76""",4.64,3.69,54.0,1.17,30.0,1.4,64.51613
476,Nate Marquardt,38,19,2,0,"74""",2.71,2.32,55.0,1.87,51.0,0.8,64.40678
709,Nate Mohr,9,7,0,0,"72""",3.79,2.5,74.0,0.45,50.0,0.0,56.25
512,Nate Quarry,12,4,0,0,"72""",4.96,2.8,66.0,0.25,33.0,0.0,75.0
4390,Nathaniel Wood,14,3,0,0,"69""",4.52,5.07,57.0,0.0,0.0,2.0,82.35294
3344,Nazareno Malegarie,28,5,0,0,"70""",3.87,3.27,69.0,1.0,33.0,0.0,84.84849
0,Neil Magny,21,8,0,0,"80""",3.86,2.22,56.0,2.62,46.0,0.3,72.413795
2787,Neil Seery,16,13,0,0,"64""",3.56,3.79,58.0,0.78,27.0,1.6,55.172413
994,Neil Wain,10,3,0,0,,2.64,8.57,43.0,0.0,0.0,0.0,76.92308
4151,Nicco Montano,5,2,0,0,"65""",7.44,5.28,67.0,1.8,50.0,0.6,71.42857
401,Nick Agallar,24,6,0,0,,0.69,4.56,42.0,0.0,0.0,0.0,80.0
1075,Nick Catone,10,4,0,0,"72""",2.11,2.32,63.0,3.71,44.0,0.5,71.42857
414,Nick Diaz,26,9,0,2,"76""",5.43,3.56,61.0,1.32,33.0,1.0,70.27027
2691,Nick Hein,14,4,0,1,"66""",2.54,2.93,62.0,0.8,33.0,0.0,73.68421
1340,Nick Osipczak,5,3,0,0,"76""",2.83,3.77,50.0,1.2,45.0,1.0,62.5
1873,Nick Penner,12,3,0,0,"77""",1.25,4.6,38.0,0.0,0.0,0.0,80.0
1708,Nick Ring,13,3,0,0,"74""",3.52,3.48,62.0,1.36,36.0,0.3,81.25
559,Nick Thompson,38,14,1,0,"74""",1.87,1.8,49.0,1.06,100.0,2.6,71.69811
2429,Nico Musoke,13,5,0,1,"75""",3.56,3.8,57.0,1.16,19.0,0.2,68.42105
3191,Nicolas Dalby,14,2,1,0,"74""",3.27,3.33,55.0,2.0,50.0,0.0,82.35294
1425,Nik Lentz,31,9,2,1,"68""",3.42,3.0,49.0,3.5,35.0,1.3,72.093025
2544,Nikita Krylov,25,6,0,0,"77""",5.59,2.62,45.0,0.62,28.0,1.9,80.64516400000001
2690,Niklas Backstrom,8,2,0,1,"74""",1.12,3.65,40.0,2.92,80.0,2.2,72.72726999999999
176,Niko Price,12,2,0,1,"76""",2.5,4.04,56.0,1.44,28.0,1.8,80.0
202,Nina Ansaroff,9,5,0,0,"64""",4.82,3.31,55.0,0.41,40.0,0.8,64.28571
2816,Ning Guangyou,6,4,1,0,"64""",2.66,1.91,61.0,1.09,50.0,0.3,54.54545600000001
1105,Nissen Osterneck,9,3,0,0,,3.15,2.9,41.0,0.63,12.0,1.3,75.0
2802,Noad Lahat,9,2,0,0,"69""",2.79,1.47,63.0,2.37,26.0,2.4,81.818184
2899,Nordine Taleb,14,6,0,0,"74""",3.42,2.52,67.0,2.3,76.0,0.0,70.0
2315,Norman Parke,22,5,1,0,"70""",3.06,2.88,64.0,1.98,26.0,0.0,78.57143
1878,Oli Thompson,9,4,0,0,"75""",1.66,5.31,46.0,0.0,0.0,0.5,69.23076999999999
4070,Oliver Enkamp,7,2,0,0,"77""",2.38,3.55,37.0,0.87,16.0,0.0,77.77778
2629,Olivier Aubin-Mercier,12,3,0,0,"70""",2.58,2.68,57.0,2.97,35.0,0.7,80.0
3526,Oluwale Bamgbose,6,4,0,0,"78""",2.45,2.7,55.0,0.94,33.0,0.0,60.0
3430,Omari Akhmedov,17,4,1,0,"73""",3.01,2.91,57.0,2.89,51.0,0.3,77.27273000000001
162,Oskar Piechota,11,1,1,0,"76""",3.58,2.83,58.0,1.12,50.0,2.8,84.61539
140,Ovince Saint Preux,23,12,0,0,"80""",2.68,2.78,44.0,1.18,40.0,0.6,65.71429
1500,Pablo Garza,13,4,0,0,"73""",3.37,2.7,50.0,0.94,25.0,1.3,76.47059
3278,Paddy Holohan,12,2,1,0,"69""",2.13,2.81,46.0,2.88,47.0,1.3,80.0
2959,Paige VanZant,7,4,0,0,"65""",3.47,2.72,43.0,1.41,34.0,0.7,63.636364
1746,Papy Abedi,9,3,0,0,"74""",2.8,3.15,48.0,3.47,57.0,1.3,75.0
2156,Pascal Krauss,11,2,0,0,"72""",5.45,3.88,59.0,1.53,50.0,0.9,84.61539
1047,Pat Barry,8,7,0,0,"74""",2.72,3.54,59.0,0.0,0.0,0.2,53.33333199999999
2395,Pat Healy,31,19,0,1,"74""",2.57,2.57,50.0,3.08,37.0,1.1,60.784313
236,Pat Miletich,29,7,2,0,,1.79,1.66,63.0,1.96,100.0,1.0,76.31579
477,Patrick Cote,24,11,0,0,"71""",2.81,3.21,48.0,0.68,20.0,0.2,68.57143
2719,Patrick Cummins,10,6,0,0,"76""",4.21,3.36,55.0,4.51,40.0,0.1,62.5
3053,Patrick Walsh,5,3,0,0,"71""",2.03,2.83,64.0,3.0,54.0,1.5,62.5
2661,Patrick Williams,8,6,0,0,"73""",4.12,4.12,52.0,2.71,41.0,0.5,57.14285699999999
1665,Paul Bradley,18,3,0,1,,2.26,4.13,56.0,1.12,16.0,0.0,81.818184
